1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Total
6743,6923,6989,6530,6780,7738,7726,7861,8017,8550,8639,8868,9328,9374,9448,9852,10321,10533,10653,11178,10575,182626
